,"cliente","Año-Mes","plataforma_abreviacion","inicio_reporte","fin_reporte","tipo_conversion","fuente_medio","Nombre_Campaña","llave_analytcis","conversiones","revenue","archivo"
9,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_28Feb-1Mar_FB",,8,7849.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
10,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_28Feb-1Mar_FB",,10,9682.9,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
11,"Petco","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_28Feb-1Mar_FB",,3,4308.9,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
12,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_28Feb-1Mar_FB",,5,10401.5,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
13,"Petco","2002_Febrero","DSP","2020-02-01","2020-02-08","Asistida","adsocialdsp / 2002_petco_ecomm_ao_feb_dsp","2002_PETCO_ECOMM_AO_3_FEB_DSP",,1,1532.6,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
14,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_3_FEB_FB",,1,1056,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
15,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_3_FEB_FB",,2,1823.79,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
16,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_3_FEB_FB",,1,2039.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
17,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_3_FEB_FB",,1,1301.3,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
18,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4-6_FEB_FB",,3,2253.75,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
19,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4-6_FEB_FB",,6,6259.1,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
20,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4-6_FEB_FB",,1,1363.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
21,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4-6_FEB_FB",,2,1116.75,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
22,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4FEB-1MAR_FB",,11,9965.1,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
0,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4FEB-1MAR_FB",,4,2910.7,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
1,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4FEB-1MAR_FB",,1,553.04,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
2,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4FEB-1MAR_FB",,6,10706.45,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
3,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4FEB-1MAR_FB",,14,12282.32,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
4,"Petco","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4FEB-1MAR_FB",,4,3634,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
5,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb_fb","2002_PETCO_ECOMM_AO_4FEB-1MAR_FB",,10,8454.6,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
6,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb","2002_PETCO_ECOMM_AO_7-9_FEB",,3,1075.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
7,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb","2002_PETCO_ECOMM_AO_7-9_FEB",,8,10988.9,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
8,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb","2002_PETCO_ECOMM_AO_7-9_FEB",,2,886.07,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
9,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb","2002_PETCO_ECOMM_AO_7-9_FEB",,1,749.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
10,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_feb","2002_PETCO_ECOMM_AO_7-9_FEB",,2,1516.7,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
11,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_CAMAS_FB",,1,747,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
12,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_CAMAS_FB",,1,489,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
0,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_CAMAS_FB",,1,489,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
0,"Petco","2003_Marzo","FB","2020-03-17","2020-03-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_CAMAS_FB",,3,2521.57,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
1,"Petco","2002_Febrero","DSP","2020-02-17","2020-02-24","Asistida","adsocialdsp / 2002_petco_ecomm_ao_dsp","2002_PETCO_ECOMM_AO_PRICING_12-13_DSP",,1,251.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
2,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_PRICING_12-13_FB",,2,1794.6,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
3,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_ao_fb","2002_PETCO_ECOMM_AO_PRICING_12-13_FB",,1,195,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
4,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_pricing20-18feb_fb","2002_PETCO_ECOMM_PRICING_18-20_FB",,9,12608.45,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
5,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_pricing20-18feb_fb","2002_PETCO_ECOMM_PRICING_18-20_FB",,2,1918.5,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
6,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_petco_ecomm_pricing20-18feb_fb","2002_PETCO_ECOMM_PRICING_18-20_FB",,5,2997.5,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
0,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_pricing_feb_fb","2002_PETCO_ECOMM_PRICING_FEB_8al10_FB",,12,16752.9,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
1,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2002_petco_ecomm_pricing_feb_fb","2002_PETCO_ECOMM_PRICING_FEB_8al10_FB",,1,813.96,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
2,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2002_petco_ecomm_pricing_feb_fb","2002_PETCO_ECOMM_PRICING_FEB_8al10_FB",,6,10482.3,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
3,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_ecomm_pricing_feb_fb","2002_PETCO_ECOMM_PRICING_FEB_8al10_FB",,2,2859.3,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
4,"Petco","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_petco_ecomm_pricing_feb_fb","2002_PETCO_ECOMM_PRICING_FEB_8al10_FB",,3,1851.25,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
5,"Petco","2002_Febrero","DSP","2020-02-17","2020-02-24","Asistida","adsocialdsp / 2002_petco_ecomm_promo_dsp","2002_PETCO_ECOMM_Promo1_14-16_DSP",,1,251.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
6,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_ecomm_promo_fb","2002_PETCO_ECOMM_Promo1_14-16_FB",,1,251.25,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
7,"Petco","2002_Febrero","SEM","2020-02-17","2020-02-24","Asistida","adsocialsem / 2002_petco_fulltrust_ao_feb_sem","2002_PETCO_FULLTRUST_AO_FEB_SEM",,2,2626.8,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
8,"Petco","2002_Febrero","SEM","2020-02-25","2020-02-29","Asistida","adsocialsem / 2002_petco_fulltrust_ao_feb_sem","2002_PETCO_FULLTRUST_AO_FEB_SEM",,4,2296.62,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
9,"Petco","2003_Marzo","SEM","2020-03-09","2020-03-16","Asistida","adsocialsem / 2002_petco_fulltrust_ao_feb_sem","2002_PETCO_FULLTRUST_AO_FEB_SEM",,3,1022,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
10,"Petco","2002_Febrero","FB","2020-02-25","2020-02-29","Asistida","adsocialfb / 2002_petco_fulltrust_promo20kg_fb","2002_PETCO_FULLTRUST_Promo2_24al25_FB",,1,1353.75,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
11,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_fulltrust-promo","2002_PETCO_FULLTRUST-PROMO",,1,1760,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
12,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_hills_ao_fb","2002_PETCO_HILLS_AO_Dia-Gato_FB",,1,2611,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
13,"Petco","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_petco_hills_ao_fb","2002_PETCO_HILLS_AO_Dia-Gato_FB",,1,1136,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
14,"Petco","2002_Febrero","SEM","2020-02-17","2020-02-24","Asistida","adsocialsem / 2002_petco_hills_ao_feb_sem","2002_PETCO_HILLS_AO_FEB_PUPPY_SEM",,11,15765.4,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
0,"Petco","2002_Febrero","SEM","2020-02-25","2020-02-29","Asistida","adsocialsem / 2002_petco_hills_ao_feb_sem","2002_PETCO_HILLS_AO_FEB_PUPPY_SEM",,3,4043.4,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
1,"Petco","2002_Febrero","SEM","2020-02-01","2020-02-08","Asistida","adsocialsem / 2002_petco_hills_ao_feb_sem","2002_PETCO_HILLS_AO_FEB_PUPPY_SEM",,5,5578.8,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
2,"Petco","2002_Febrero","SEM","2020-02-09","2020-02-16","Asistida","adsocialsem / 2002_petco_hills_ao_feb_sem","2002_PETCO_HILLS_AO_FEB_PUPPY_SEM",,10,10316.8,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
3,"Petco","2003_Marzo","SEM","2020-03-01","2020-03-08","Asistida","adsocialsem / 2002_petco_hills_ao_feb_sem","2002_PETCO_HILLS_AO_FEB_PUPPY_SEM",,2,1079,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
4,"Petco","2003_Marzo","SEM","2020-03-09","2020-03-16","Asistida","adsocialsem / 2002_petco_hills_ao_feb_sem","2002_PETCO_HILLS_AO_FEB_PUPPY_SEM",,3,3966,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
5,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_hills_ao_feb_fb","2002_PETCO_HILLS_AO_Promo1-29_FEB_FB",,1,1056,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
6,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2002_petco_hills_ao_feb_fb","2002_PETCO_HILLS_AO_Promo1-29_FEB_FB",,3,2088.04,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
7,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2002_petco_hills_ao_feb_fb","2002_PETCO_HILLS_AO_Promo1-29_FEB_FB",,1,3589.2,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
8,"Petco","2002_Febrero","FB","2020-02-17","2020-02-24","Asistida","adsocialfb / 2002_petco_hills_feb_fb","2002_PETCO_HILLS_FEB_AO_GATITO_FB",,2,1320,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
9,"Petco","2002_Febrero","FB","2020-02-01","2020-02-08","Asistida","adsocialfb / 2002_petco_hills_feb_fb","2002_PETCO_HILLS_FEB_AO_GATITO_FB",,1,504,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
10,"Petco","2002_Febrero","FB","2020-02-09","2020-02-16","Asistida","adsocialfb / 2002_petco_hills_feb_fb","2002_PETCO_HILLS_FEB_AO_GATITO_FB",,1,1485,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
11,"Petco","2002_Febrero","SEM","2020-02-17","2020-02-24","Asistida","adsocialsem / 2002_petco_hills_feb_sem","2002_PETCO_HILLS_FEB_AO_GATITO_SEM",,22,23320.97,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics All Web Site Data Conversiones asistidas 20200217-20200224.csv"
12,"Petco","2002_Febrero","SEM","2020-02-25","2020-02-29","Asistida","adsocialsem / 2002_petco_hills_feb_sem","2002_PETCO_HILLS_FEB_AO_GATITO_SEM",,11,9983.77,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/25:02:2020 al 29:02:2020/Analytics All Web Site Data Conversiones asistidas 20200225-20200229.csv"
13,"Petco","2002_Febrero","SEM","2020-02-01","2020-02-08","Asistida","adsocialsem / 2002_petco_hills_feb_sem","2002_PETCO_HILLS_FEB_AO_GATITO_SEM",,14,14886.01,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/1:02:2020 al 8:02:2020/Analytics All Web Site Data Conversiones asistidas 20200201-20200208.csv"
14,"Petco","2002_Febrero","SEM","2020-02-09","2020-02-16","Asistida","adsocialsem / 2002_petco_hills_feb_sem","2002_PETCO_HILLS_FEB_AO_GATITO_SEM",,15,15035.87,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/9:02:2020 al 16:02:2020/Analytics All Web Site Data Conversiones asistidas 20200209-20200216.csv"
0,"Petco","2003_Marzo","SEM","2020-03-01","2020-03-08","Asistida","adsocialsem / 2002_petco_hills_feb_sem","2002_PETCO_HILLS_FEB_AO_GATITO_SEM",,11,9152.4,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics All Web Site Data Conversiones asistidas 20200301-20200308.csv"
1,"Petco","2003_Marzo","SEM","2020-03-17","2020-03-24","Asistida","adsocialsem / 2002_petco_hills_feb_sem","2002_PETCO_HILLS_FEB_AO_GATITO_SEM",,3,1967.05,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/17:03:2020 al 24:03:2020/Analytics All Web Site Data Conversiones asistidas 20200317-20200324.csv"
2,"Petco","2003_Marzo","SEM","2020-03-09","2020-03-16","Asistida","adsocialsem / 2002_petco_hills_feb_sem","2002_PETCO_HILLS_FEB_AO_GATITO_SEM",,8,6653.9,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics All Web Site Data Conversiones asistidas 20200309-20200316.csv"
3,"RadioShack","2003_Marzo","FB","2020-03-01","2020-03-08","Asistida","adsocialfb / 2002_rs_ecom_ao_fb","2002_RS_ECOM_AO_FRIGOSMAYWARE_21AL23_FB",,1,1489,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/1:03:2020 al 8:03:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200301-20200308.csv"
4,"RadioShack","2003_Marzo","FB","2020-03-09","2020-03-16","Asistida","adsocialfb / 2002_rs_ecom_ao_fb","2002_RS_ECOM_AO_FRIGOSMAYWARE_21AL23_FB",,2,380.24,"/home/carlos/Dropbox/ROAS 2020/2003_Marzo/Semanal/9:03:2020 al 16:03:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200309-20200316.csv"
5,"RadioShack","2002_Febrero","DSP","2020-02-17","2020-02-24","Asistida","adsocialdsp / 2002_rs_ecom_ao_dsp","2002_RS_ECOM_AO_FUNKO_21AL29_DSP",,1,39,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.radioshack.com.mx Conversiones asistidas 20200217-20200224.csv"
0,"RadioShack","2002_Febrero","DSP","2020-02-17","2020-02-24","Directa","adsocialdsp / 2002_rs_ecom_ao_dsp","2002_RS_ECOM_AO_FUNKO_21AL29_DSP",,1,39,"/home/carlos/Dropbox/ROAS 2020/2002_Febrero/Semanal/17:02:2020 al 24:02:2020/Analytics www.radioshack.com.mx Todo el tráfico 20200217-20200224.xlsx"
