,cliente_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,dias_mes,dias_semana,kpi_planeado_diario,kpi_planeado_semanal,inversion_plataforma_diaria,inversion_plataforma_semanal,inversion_AdOps_diaria,inversion_AdOps_semanal,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue
751,od,2002_od_brother-impresion_ppf_pfm_sem,2002_od_brother-impresion_ppf_pfm_sem_VC2,VC2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-impresion,Google Search,2020-02-01,2020-02-29,2020-02-01,2020-02-29,9.78,747.0,0.0,7311.92,7311.92,6726.969999999999,6726.969999999999,0.0,9.0,6,29,8,26.0,208.0,252.0,2016.0,232.0,1856.0,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,2491.0,14690.0,978.0,0.0,0.0,2002_od_brother-impresion_ppf_pfm_sem_2020-02-09,0.0,0.0,0.0,0.0,0,0
752,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,354754.0,468.28000000000003,12859.550000000001,13327.83,8663.09,8194.81,468.28000000000003,23.1,9,31,8,11444.0,91552.0,415.0,3320.0,264.0,2112.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,3432.0,94686.0,79.0,10.0,16132.83,2003_od_brother-impresion_ppf_pfm_dsp_2020-03-01,10.0,0.0,16132.83,0.0,0,0
753,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,354754.0,468.28000000000003,12859.550000000001,13327.83,8663.09,8194.81,468.28000000000003,23.1,11,31,8,11444.0,91552.0,415.0,3320.0,264.0,2112.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,3104.0,85625.0,59.0,36.0,67605.95,2003_od_brother-impresion_ppf_pfm_dsp_2020-03-17,36.0,0.0,67605.95,0.0,0,0
754,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,354754.0,468.28000000000003,12859.550000000001,13327.83,8663.09,8194.81,468.28000000000003,23.1,12,31,7,11444.0,80108.0,415.0,2905.0,264.0,1848.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,2692.0,74252.0,57.0,41.0,186277.88,2003_od_brother-impresion_ppf_pfm_dsp_2020-03-25,41.0,0.0,186277.88,0.0,0,0
755,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,354754.0,468.28000000000003,12859.550000000001,13327.83,8663.09,8194.81,468.28000000000003,23.1,10,31,8,11444.0,91552.0,415.0,3320.0,264.0,2112.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,3810.0,105099.0,80.0,15.0,28114.25,2003_od_brother-impresion_ppf_pfm_dsp_2020-03-09,15.0,0.0,28114.25,0.0,0,0
756,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,354754.0,468.28000000000003,12859.550000000001,13327.83,8663.09,8194.81,468.28000000000003,23.1,15,31,0,11444.0,0.0,415.0,0.0,264.0,0.0,2020-04-17,2020-04-24,2020-04-17,2020-03-31,MXN,0.0,0.0,0.0,16.0,13046.5,2003_od_brother-impresion_ppf_pfm_dsp_2020-04-17,0.0,16.0,0.0,13046.5,0,0
757,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,354754.0,468.28000000000003,12859.550000000001,13327.83,8663.09,8194.81,468.28000000000003,23.1,16,31,0,11444.0,0.0,415.0,0.0,264.0,0.0,2020-04-25,2020-04-30,2020-04-25,2020-03-31,MXN,0.0,0.0,0.0,3.0,4048.2,2003_od_brother-impresion_ppf_pfm_dsp_2020-04-25,0.0,3.0,0.0,4048.2,0,0
758,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,354754.0,468.28000000000003,12859.550000000001,13327.83,8663.09,8194.81,468.28000000000003,23.1,13,31,0,11444.0,0.0,415.0,0.0,264.0,0.0,2020-04-01,2020-04-08,2020-04-01,2020-03-31,MXN,15.0,425.0,0.0,17.0,14942.0,2003_od_brother-impresion_ppf_pfm_dsp_2020-04-01,0.0,17.0,0.0,14942.0,0,0
759,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,36.25,354754.0,468.28000000000003,12859.550000000001,13327.83,8663.09,8194.81,468.28000000000003,23.1,14,31,0,11444.0,0.0,415.0,0.0,264.0,0.0,2020-04-09,2020-04-16,2020-04-09,2020-03-31,MXN,0.0,1.0,0.0,14.0,14091.75,2003_od_brother-impresion_ppf_pfm_dsp_2020-04-09,0.0,14.0,0.0,14091.75,0,0
760,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,354754.0,0.0,14486.77,14486.77,8663.09,8194.81,468.28000000000003,23.1,9,31,8,11444.0,91552.0,467.0,3736.0,264.0,2112.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,3867.0,94686.0,79.0,10.0,16132.83,2003_od_brother-impresion_ppf_pfm_dsp_2020-03-01,10.0,0.0,16132.83,0.0,0,0
761,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,354754.0,0.0,14486.77,14486.77,8663.09,8194.81,468.28000000000003,23.1,11,31,8,11444.0,91552.0,467.0,3736.0,264.0,2112.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,3497.0,85625.0,59.0,36.0,67605.95,2003_od_brother-impresion_ppf_pfm_dsp_2020-03-17,36.0,0.0,67605.95,0.0,0,0
762,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,354754.0,0.0,14486.77,14486.77,8663.09,8194.81,468.28000000000003,23.1,12,31,7,11444.0,80108.0,467.0,3269.0,264.0,1848.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,3032.0,74252.0,57.0,41.0,186277.88,2003_od_brother-impresion_ppf_pfm_dsp_2020-03-25,41.0,0.0,186277.88,0.0,0,0
763,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,354754.0,0.0,14486.77,14486.77,8663.09,8194.81,468.28000000000003,23.1,10,31,8,11444.0,91552.0,467.0,3736.0,264.0,2112.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,4292.0,105099.0,80.0,15.0,28114.25,2003_od_brother-impresion_ppf_pfm_dsp_2020-03-09,15.0,0.0,28114.25,0.0,0,0
764,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,354754.0,0.0,14486.77,14486.77,8663.09,8194.81,468.28000000000003,23.1,15,31,0,11444.0,0.0,467.0,0.0,264.0,0.0,2020-04-17,2020-04-24,2020-04-17,2020-03-31,MXN,0.0,0.0,0.0,16.0,13046.5,2003_od_brother-impresion_ppf_pfm_dsp_2020-04-17,0.0,16.0,0.0,13046.5,0,0
765,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,354754.0,0.0,14486.77,14486.77,8663.09,8194.81,468.28000000000003,23.1,16,31,0,11444.0,0.0,467.0,0.0,264.0,0.0,2020-04-25,2020-04-30,2020-04-25,2020-03-31,MXN,0.0,0.0,0.0,3.0,4048.2,2003_od_brother-impresion_ppf_pfm_dsp_2020-04-25,0.0,3.0,0.0,4048.2,0,0
766,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,354754.0,0.0,14486.77,14486.77,8663.09,8194.81,468.28000000000003,23.1,13,31,0,11444.0,0.0,467.0,0.0,264.0,0.0,2020-04-01,2020-04-08,2020-04-01,2020-03-31,MXN,17.0,425.0,0.0,17.0,14942.0,2003_od_brother-impresion_ppf_pfm_dsp_2020-04-01,0.0,17.0,0.0,14942.0,0,0
767,od,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01,2020-03-31,2020-03-01,2020-03-31,40.84,354754.0,0.0,14486.77,14486.77,8663.09,8194.81,468.28000000000003,23.1,14,31,0,11444.0,0.0,467.0,0.0,264.0,0.0,2020-04-09,2020-04-16,2020-04-09,2020-03-31,MXN,0.0,1.0,0.0,14.0,14091.75,2003_od_brother-impresion_ppf_pfm_dsp_2020-04-09,0.0,14.0,0.0,14091.75,0,0
768,od,2003_od_brother-impresion_ppf_pfm_fb,2003_od_brother-impresion_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-04-05,4.0,4628.0,0.0,18510.4,18510.4,18510.4,18510.4,0.0,4.0,9,31,7,149.0,1043.0,597.0,4179.0,597.0,4179.0,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,3127.0,312641.0,3927.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0
769,od,2003_od_brother-impresion_ppf_pfm_fb,2003_od_brother-impresion_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-04-19,4.0,4628.0,0.0,18510.4,18510.4,18510.4,18510.4,0.0,4.0,11,31,8,149.0,1192.0,597.0,4776.0,597.0,4776.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,1336.0,112897.0,1703.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0
770,od,2003_od_brother-impresion_ppf_pfm_fb,2003_od_brother-impresion_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-04-01,4.0,4628.0,0.0,18510.4,18510.4,18510.4,18510.4,0.0,4.0,12,31,7,149.0,1043.0,597.0,4179.0,597.0,4179.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,7883.0,562697.0,6052.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0
771,od,2003_od_brother-impresion_ppf_pfm_fb,2003_od_brother-impresion_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-04-05,4.0,4628.0,0.0,18510.4,18510.4,18510.4,18510.4,0.0,4.0,10,31,8,149.0,1192.0,597.0,4776.0,597.0,4776.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,2581.0,264664.0,3093.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0
772,od,2003_od_brother-impresion_ppf_pfm_fb,2003_od_brother-impresion_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-04-05,4.35,4628.0,0.0,20120.0,20120.0,18510.4,18510.4,0.0,4.0,9,31,7,149.0,1043.0,649.0,4543.0,597.0,4179.0,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,3127.0,312641.0,3927.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0
773,od,2003_od_brother-impresion_ppf_pfm_fb,2003_od_brother-impresion_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-04-19,4.35,4628.0,0.0,20120.0,20120.0,18510.4,18510.4,0.0,4.0,11,31,8,149.0,1192.0,649.0,5192.0,597.0,4776.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,1336.0,112897.0,1703.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0
774,od,2003_od_brother-impresion_ppf_pfm_fb,2003_od_brother-impresion_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-04-01,4.35,4628.0,0.0,20120.0,20120.0,18510.4,18510.4,0.0,4.0,12,31,7,149.0,1043.0,649.0,4543.0,597.0,4179.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,7883.0,562697.0,6052.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0
775,od,2003_od_brother-impresion_ppf_pfm_fb,2003_od_brother-impresion_ppf_pfm_fb_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-04-05,4.35,4628.0,0.0,20120.0,20120.0,18510.4,18510.4,0.0,4.0,10,31,8,149.0,1192.0,649.0,5192.0,597.0,4776.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,2581.0,264664.0,3093.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0
778,od,2003_od_brother-impresion_ppf_pfm_sem,2003_od_brother-impresion_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.0,2392.0,0.0,21521.77,21521.77,21521.77,21521.77,0.0,9.0,9,31,7,77.0,539.0,694.0,4858.0,694.0,4858.0,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,2685.0,11904.0,711.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0
779,od,2003_od_brother-impresion_ppf_pfm_sem,2003_od_brother-impresion_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.0,2392.0,0.0,21521.77,21521.77,21521.77,21521.77,0.0,9.0,11,31,8,77.0,616.0,694.0,5552.0,694.0,5552.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,3193.0,10572.0,656.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0
780,od,2003_od_brother-impresion_ppf_pfm_sem,2003_od_brother-impresion_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.0,2392.0,0.0,21521.77,21521.77,21521.77,21521.77,0.0,9.0,12,31,7,77.0,539.0,694.0,4858.0,694.0,4858.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,6797.0,17329.0,1101.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_sem_2020-03-25,0.0,0.0,0.0,0.0,0,0
781,od,2003_od_brother-impresion_ppf_pfm_sem,2003_od_brother-impresion_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.0,2392.0,0.0,21521.77,21521.77,21521.77,21521.77,0.0,9.0,10,31,8,77.0,616.0,694.0,5552.0,694.0,5552.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,4468.0,24424.0,1326.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0
782,od,2003_od_brother-impresion_ppf_pfm_sem,2003_od_brother-impresion_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.78,2392.0,0.0,23393.22,23393.22,21521.77,21521.77,0.0,9.0,9,31,7,77.0,539.0,755.0,5285.0,694.0,4858.0,2020-03-01,2020-03-08,2020-03-02,2020-03-08,MXN,2685.0,11904.0,711.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0
783,od,2003_od_brother-impresion_ppf_pfm_sem,2003_od_brother-impresion_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.78,2392.0,0.0,23393.22,23393.22,21521.77,21521.77,0.0,9.0,11,31,8,77.0,616.0,755.0,6040.0,694.0,5552.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,3193.0,10572.0,656.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0
784,od,2003_od_brother-impresion_ppf_pfm_sem,2003_od_brother-impresion_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.78,2392.0,0.0,23393.22,23393.22,21521.77,21521.77,0.0,9.0,12,31,7,77.0,539.0,755.0,5285.0,694.0,4858.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,6797.0,17329.0,1101.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_sem_2020-03-25,0.0,0.0,0.0,0.0,0,0
785,od,2003_od_brother-impresion_ppf_pfm_sem,2003_od_brother-impresion_ppf_pfm_sem_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Google Search,2020-03-01,2020-03-31,2020-03-02,2020-03-31,9.78,2392.0,0.0,23393.22,23393.22,21521.77,21521.77,0.0,9.0,10,31,8,77.0,616.0,755.0,6040.0,694.0,5552.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,4468.0,24424.0,1326.0,0.0,0.0,2003_od_brother-impresion_ppf_pfm_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0
786,od,2004_od_brother-impresion_ppf_pfm_dsp,2004_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother-impresion,Programmatic,2020-04-01,2020-04-30,2020-04-02,2020-04-30,36.25,112280.0,148.21,4070.08,4218.29,2741.89,2593.68,148.21,23.1,15,30,8,3743.0,29944.0,136.0,1088.0,86.0,688.0,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,1242.0,34271.0,59.0,58.0,107652.32,2004_od_brother-impresion_ppf_pfm_dsp_2020-04-17,58.0,0.0,107652.32,0.0,0,0
787,od,2004_od_brother-impresion_ppf_pfm_dsp,2004_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother-impresion,Programmatic,2020-04-01,2020-04-30,2020-04-02,2020-04-30,36.25,112280.0,148.21,4070.08,4218.29,2741.89,2593.68,148.21,23.1,16,30,6,3743.0,22458.0,136.0,816.0,86.0,516.0,2020-04-25,2020-04-30,2020-04-25,2020-04-30,MXN,606.0,16729.0,25.0,34.0,52273.35,2004_od_brother-impresion_ppf_pfm_dsp_2020-04-25,34.0,0.0,52273.35,0.0,0,0
788,od,2004_od_brother-impresion_ppf_pfm_dsp,2004_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother-impresion,Programmatic,2020-04-01,2020-04-30,2020-04-02,2020-04-30,36.25,112280.0,148.21,4070.08,4218.29,2741.89,2593.68,148.21,23.1,13,30,7,3743.0,26201.0,136.0,952.0,86.0,602.0,2020-04-01,2020-04-08,2020-04-02,2020-04-08,MXN,1466.0,40449.0,31.0,7.0,6357.0,2004_od_brother-impresion_ppf_pfm_dsp_2020-04-01,7.0,0.0,6357.0,0.0,0,0
789,od,2004_od_brother-impresion_ppf_pfm_dsp,2004_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother-impresion,Programmatic,2020-04-01,2020-04-30,2020-04-02,2020-04-30,36.25,112280.0,148.21,4070.08,4218.29,2741.89,2593.68,148.21,23.1,14,30,8,3743.0,29944.0,136.0,1088.0,86.0,688.0,2020-04-09,2020-04-16,2020-04-09,2020-04-16,MXN,1666.0,45949.0,25.0,23.0,40182.34,2004_od_brother-impresion_ppf_pfm_dsp_2020-04-09,23.0,0.0,40182.34,0.0,0,0
790,od,2004_od_brother-impresion_ppf_pfm_dsp,2004_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother-impresion,Programmatic,2020-04-01,2020-04-30,2020-04-02,2020-04-30,36.25,112280.0,148.21,4070.08,4218.29,2741.89,2593.68,148.21,23.1,20,30,0,3743.0,0.0,136.0,0.0,86.0,0.0,2020-05-25,2020-05-31,2020-05-25,2020-04-30,MXN,0.0,0.0,0.0,1.0,185.0,2004_od_brother-impresion_ppf_pfm_dsp_2020-05-25,0.0,1.0,0.0,185.0,0,0
791,od,2004_od_brother-impresion_ppf_pfm_dsp,2004_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother-impresion,Programmatic,2020-04-01,2020-04-30,2020-04-02,2020-04-30,36.25,112280.0,148.21,4070.08,4218.29,2741.89,2593.68,148.21,23.1,18,30,0,3743.0,0.0,136.0,0.0,86.0,0.0,2020-05-09,2020-05-16,2020-05-09,2020-04-30,MXN,1.0,24.0,19.0,27.0,48982.16,2004_od_brother-impresion_ppf_pfm_dsp_2020-05-09,0.0,27.0,0.0,48982.16,0,0
792,od,2004_od_brother-impresion_ppf_pfm_dsp,2004_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother-impresion,Programmatic,2020-04-01,2020-04-30,2020-04-02,2020-04-30,36.25,112280.0,148.21,4070.08,4218.29,2741.89,2593.68,148.21,23.1,19,30,0,3743.0,0.0,136.0,0.0,86.0,0.0,2020-05-17,2020-05-24,2020-05-17,2020-04-30,MXN,0.0,1.0,0.0,22.0,84647.52,2004_od_brother-impresion_ppf_pfm_dsp_2020-05-17,0.0,22.0,0.0,84647.52,0,0
793,od,2004_od_brother-impresion_ppf_pfm_dsp,2004_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother-impresion,Programmatic,2020-04-01,2020-04-30,2020-04-02,2020-04-30,36.25,112280.0,148.21,4070.08,4218.29,2741.89,2593.68,148.21,23.1,17,30,0,3743.0,0.0,136.0,0.0,86.0,0.0,2020-05-01,2020-05-08,2020-05-01,2020-04-30,MXN,5.0,144.0,36.0,49.0,62659.02,2004_od_brother-impresion_ppf_pfm_dsp_2020-05-01,0.0,49.0,0.0,62659.02,0,0
794,od,2004_od_brother-impresion_ppf_pfm_dsp,2004_od_brother-impresion_ppf_pfm_dsp_VC1,VC1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,brother-impresion,Programmatic,2020-04-01,2020-04-30,2020-04-02,2020-04-30,40.84,112280.0,0.0,4585.09,4585.09,2741.89,2593.68,148.21,23.1,15,30,8,3743.0,29944.0,153.0,1224.0,86.0,688.0,2020-04-17,2020-04-24,2020-04-17,2020-04-24,MXN,1400.0,34271.0,59.0,58.0,107652.32,2004_od_brother-impresion_ppf_pfm_dsp_2020-04-17,58.0,0.0,107652.32,0.0,0,0
